Wall time,Step,Value
1748932314.5794501,600552,-125.54349517822266
1748932319.2080438,601088,-124.98445892333984
1748932328.4883475,602296,-114.93476104736328
1748932330.616496,602552,-115.16707611083984
1748932357.7450933,606072,-125.17717742919922
1748932361.7439363,606560,-103.12590789794922
1748932365.3477654,607032,-114.37686920166016
1748932387.720159,609792,-84.07018280029297
1748932395.3644793,610784,-95.02047729492188
1748932429.0880282,615112,-147.80076599121094
1748932434.6751626,615872,-147.8871612548828
1748932445.5194988,617328,-135.44398498535156
1748932453.3692153,618352,-156.80645751953125
1748932472.73177,620824,-136.73313903808594
1748932498.649954,624000,-156.4832763671875
1748932507.8272314,625200,-145.2082061767578
1748932512.7425675,625736,-165.94276428222656
1748932521.462677,626928,-156.49948120117188
1748932538.0033028,628896,-114.18768310546875
1748932547.2430053,630096,-92.23934936523438
1748932552.8372533,630792,-82.46012115478516
1748932567.0136817,632608,-95.42366790771484
1748932570.7229133,633136,-106.52533721923828
1748932578.6364644,634056,-128.18653869628906
1748932581.555696,634392,-160.3821258544922
1748932589.074061,635344,-160.46385192871094
1748932590.4715443,635584,-150.47402954101562
1748932607.8874087,637712,-150.59085083007812
1748932610.5049102,638072,-139.73057556152344
1748932615.7007635,638672,-150.97097778320312
1748932631.1513,640720,-150.38461303710938
1748932640.2694376,641840,-159.41700744628906
1748932646.1109536,642456,-170.7332000732422
1748932649.6859174,642904,-182.38999938964844
1748932658.2314358,644024,-202.44444274902344
1748932666.2531886,645136,-202.58213806152344
1748932676.9537838,646360,-189.76617431640625
1748932687.7774837,647744,-177.74429321289062
1748932694.1087425,648632,-145.6177520751953
1748932703.122655,649608,-134.51077270507812
1748932707.5759068,650168,-134.16261291503906
1748932712.5249152,650816,-133.77642822265625
1748932715.9782565,651288,-156.2529296875
1748932725.3375454,652432,-145.83351135253906
1748932735.6344185,653640,-145.7367706298828
1748932740.4031541,654240,-125.70519256591797
1748932750.7611759,655592,-159.20985412597656
1748932755.983642,656184,-158.02749633789062
1748932764.8907144,657392,-146.95616149902344
1748932770.7909386,658184,-135.22227478027344
1748932783.7301466,659704,-135.54705810546875
1748932786.7908201,660080,-135.3409423828125
1748932792.3408086,660792,-124.91331481933594
1748932797.1805718,661336,-114.37350463867188
1748932812.894722,663296,-113.2580337524414
1748932833.9917588,665992,-69.7976303100586
1748932842.6386416,667064,-69.19554901123047
1748932848.8003778,667920,-59.129791259765625
1748932851.9749694,668320,-70.32237243652344
1748932864.7924397,669944,-60.171390533447266
1748932869.1347027,670504,-49.56727600097656
1748932878.2107892,671616,-47.205413818359375
1748932898.404949,674176,-26.59120750427246
1748932903.608553,674824,-26.759145736694336
1748932907.26057,675368,-16.838886260986328
1748932912.6729023,676056,-5.64472770690918
1748932918.6560075,676816,-38.89546203613281
1748932937.9407682,679264,-61.57548141479492
1748932945.1391268,680200,-61.88483810424805
1748932951.965636,681048,-72.6098861694336
1748932957.9000106,681752,-72.09162902832031
1748932962.3453426,682312,-72.21662139892578
1748932967.2841198,682968,-71.16795349121094
1748932975.9023714,683976,-92.05526733398438
1748932985.5283215,685120,-146.5761260986328
1748932990.2576635,685664,-147.86598205566406
1748932991.5057774,685848,-169.62619018554688
1748933000.0912955,686904,-180.88381958007812
1748933017.9310713,689104,-192.9475555419922
1748933022.0276687,689624,-193.9158935546875
1748933048.118638,692936,-180.89601135253906
1748933050.8090994,693304,-181.19821166992188
1748933057.5517488,694168,-203.07080078125
1748933061.3282733,694600,-202.8779296875
1748933082.0107758,697040,-215.5972442626953
1748933092.5980983,698400,-181.93199157714844
1748933102.7650034,699704,-138.38795471191406
1748933115.4359763,701328,-114.73921966552734
1748933121.8503098,702176,-103.29734802246094
1748933123.297771,702328,-114.25879669189453
1748933131.8564663,703440,-91.73855590820312
1748933132.5969763,703536,-90.71436309814453
1748933142.3218799,704736,-101.65408325195312
1748933152.6206467,706008,-90.99910736083984
1748933166.6024144,707744,-80.65806579589844
1748933170.9243894,708280,-69.3828353881836
1748933178.5628667,709312,-77.91735076904297
1748933181.290603,709648,-88.34080505371094
1748933186.4790795,710232,-98.77628326416016
1748933200.911017,712064,-100.17657470703125
1748933208.694951,713144,-89.95953369140625
1748933214.3508155,713760,-89.66071319580078
1748933219.1840768,714376,-100.4821548461914
1748933222.3210335,714792,-110.9961166381836
1748933255.4735193,719008,-112.33172607421875
1748933262.2337518,719832,-111.75579833984375
1748933273.698202,721224,-122.97294616699219
1748933301.126216,724696,-47.530548095703125
1748933321.8165243,727192,-79.46231079101562
1748933331.4596295,728504,-56.98990249633789
1748933345.116444,730152,-47.07608413696289
1748933353.5012095,731176,-69.49980163574219
1748933360.0362105,732048,-91.96209716796875
1748933376.2639356,734024,-92.69445037841797
1748933383.8364894,734952,-82.1509780883789
1748933386.3749237,735280,-82.80644226074219
1748933396.9966502,736608,-93.14793395996094
1748933400.0286713,737000,-105.5063705444336
1748933405.1252346,737560,-125.82115173339844
1748933423.5481277,739832,-137.87200927734375
1748933433.9222126,741168,-95.25605773925781
1748933442.4633536,742216,-117.1085205078125
1748933450.7386646,743216,-118.12591552734375
1748933455.0822942,743832,-119.02899169921875
1748933464.4995406,745000,-129.23712158203125
1748933482.8788886,747240,-96.24488830566406
1748933493.7809076,748552,-96.42852020263672
1748933498.0464067,749032,-96.80194854736328
1748933512.9135454,750880,-109.53540802001953
1748933527.8858664,752680,-65.39539337158203
1748933545.880476,754816,-85.48896789550781
1748933553.4955406,755784,-108.45585632324219
1748933570.5312526,757976,-106.78466796875
1748933590.1080568,760304,-107.77593231201172
1748933594.3277555,760872,-106.63416290283203
1748933597.7168746,761320,-106.92680358886719
1748933614.4203598,763456,-92.29650115966797
1748933620.6715364,764216,-102.1754379272461
1748933624.9600017,764752,-101.044921875
1748933634.3227444,765976,-121.87496185302734
1748933635.9514842,766160,-131.7668914794922
1748933642.5715842,766936,-131.38064575195312
1748933654.486005,768192,-108.31034088134766
1748933659.2988627,768808,-109.64207458496094
1748933670.141887,770168,-97.3638687133789
1748933673.8563628,770624,-107.89015197753906
1748933684.1635885,772016,-108.91439056396484
1748933694.132148,773256,-88.2920150756836
1748933699.1284237,773912,-76.81966400146484
1748933703.9934175,774512,-76.06005859375
1748933736.387441,778520,-66.55230712890625
1748933747.555152,779632,-80.84745025634766
1748933750.2845292,779864,-91.91447448730469
1748933784.627672,783528,-106.57628631591797
1748933789.9087105,784040,-96.22470092773438
1748933793.2934053,784440,-95.8370590209961
1748933801.6165063,785280,-84.71524047851562
1748933803.9401004,785504,-96.123779296875
1748933815.986157,786720,-85.41786193847656
1748933833.2598367,788664,-108.38277435302734
1748933864.569533,792528,-119.38976287841797
1748933869.7766209,793184,-129.4944610595703
1748933874.9952772,793752,-107.65463256835938
1748933897.828698,796488,-119.77299499511719
1748933913.5801172,798448,-129.4928741455078
1748933930.0555604,800480,-118.99366760253906
1748933932.504118,800816,-118.32134246826172
1748933949.0637338,802896,-107.28645324707031
1748933952.4503498,803304,-96.0466079711914
1748933958.2690246,804000,-97.00372314453125
1748933961.3203492,804472,-107.78258514404297
1748933967.4798326,805120,-118.24870300292969
1748933981.8510358,806904,-116.69762420654297
1748933986.1724193,807440,-105.22896575927734
1748933991.7845302,808144,-116.16726684570312
1748933995.5165517,808664,-104.8661117553711
1748934014.2268298,810816,-71.69416809082031
1748934021.7272859,811760,-70.76531219482422
1748934024.0043259,812048,-70.88694763183594
1748934042.6422014,814344,-48.0748405456543
1748934048.1032596,815056,-48.0104866027832
1748934055.9056346,816032,-69.62922668457031
1748934066.3199282,817280,-79.76780700683594
1748934071.4418752,817896,-90.02605438232422
1748934076.2260077,818496,-79.17000579833984
1748934086.0118554,819712,-68.69212341308594
1748934091.8870378,820352,-58.836727142333984
1748934114.1149795,823184,-59.09318161010742
1748934121.591663,824112,-68.95213317871094
1748934125.3399773,824584,-68.51499938964844
1748934135.2723725,825872,-67.31560516357422
1748934150.7329519,827768,-88.82518005371094
1748934161.0171626,829136,-99.74393463134766
1748934161.8528163,829272,-109.36737060546875
1748934171.9514966,830496,-87.52854919433594
1748934181.749648,831728,-88.55853271484375
1748934190.4049768,832824,-109.69017028808594
1748934204.5057063,834584,-154.60763549804688
1748934210.5850766,835336,-155.29824829101562
1748934219.9191074,836416,-166.0694122314453
1748934228.2831097,837536,-145.18551635742188
1748934251.4901206,840528,-132.94862365722656
1748934269.0838926,842592,-135.36502075195312
1748934272.3655536,843008,-124.8454360961914
1748934275.2072191,843352,-146.2284698486328
1748934280.2043233,843976,-168.61346435546875
1748934330.261348,850184,-190.93663024902344
1748934337.9401627,851200,-180.8505401611328
1748934346.2560182,852240,-202.1082000732422
1748934355.384781,853392,-224.33694458007812
1748934358.9376047,853816,-234.48089599609375
1748934374.5764618,855800,-211.47740173339844
1748934379.0215237,856312,-189.85366821289062
1748934384.7948453,857032,-169.46231079101562
1748934388.7371843,857568,-147.2251434326172
1748934393.7272332,858152,-145.5914764404297
1748934398.9730203,858792,-135.27247619628906
1748934402.8122282,859344,-134.05035400390625
1748934413.073201,860560,-112.69512176513672
1748934416.3172746,861008,-123.22459411621094
1748934422.9953716,861888,-112.44776916503906
1748934432.067225,862976,-91.43757629394531
1748934452.9872375,865672,-81.00987243652344
1748934467.160695,867496,-60.242210388183594
1748934478.0546074,868808,-49.25401306152344
1748934481.2559803,869160,-49.24403762817383
1748934489.368439,870312,-49.91044616699219
1748934505.8472254,872344,-61.22314453125
1748934518.3050478,873880,-70.98533630371094
1748934528.29274,875096,-91.70906829833984
1748934540.7113976,876672,-79.35385131835938
1748934547.2551942,877456,-80.21058654785156
1748934557.0911016,878664,-57.548057556152344
1748934560.9744782,879120,-46.94765090942383
1748934573.621227,880696,-58.87440490722656
1748934582.517343,881840,-59.505916595458984
1748934586.8835433,882376,-70.61839294433594
1748934622.6105826,886760,-103.35212707519531
1748934628.0059106,887416,-103.90168762207031
1748934637.7984927,888664,-104.83714294433594
1748934658.932888,891272,-116.25096130371094
1748934680.117712,893944,-169.5500030517578
1748934683.2900429,894344,-147.440673828125
1748934685.5868924,894640,-169.5015411376953
1748934696.1457164,895976,-158.73341369628906
1748934699.4919205,896392,-169.56777954101562
1748934706.1962247,897184,-201.65467834472656
1748934715.062261,898336,-190.10397338867188
1748934729.046515,900096,-199.7296142578125
1748934735.069217,900864,-199.520263671875
1748934749.7747772,902744,-177.12242126464844
1748934774.5722642,905848,-165.92669677734375
1748934781.7143233,906704,-167.56637573242188
1748934808.086255,910088,-135.19967651367188
1748934812.173802,910544,-124.81556701660156
1748934817.8786764,911248,-125.12555694580078
1748934819.6560297,911536,-125.1387939453125
1748934827.065653,912424,-114.0290756225586
1748934839.3940275,913968,-104.05744171142578
1748934846.5526924,914848,-136.8118133544922
1748934860.4970005,916616,-136.69332885742188
1748934861.5325482,916768,-136.76260375976562
1748934877.6123676,918832,-137.35308837890625
1748934883.1039877,919496,-136.36119079589844
1748934892.7333968,920672,-136.7760467529297
1748934899.6754513,921520,-125.1422119140625
1748934904.4594674,922136,-115.337158203125
1748934922.72319,924472,-115.25194549560547
1748934939.5255897,926544,-115.95597076416016
1748934946.2875588,927440,-105.3559799194336
1748934948.822018,927792,-105.70724487304688
1748934967.7326517,930128,-105.0985107421875
1748934972.082766,930688,-105.7340316772461
1748934978.5549262,931504,-95.40896606445312
1748934985.9810324,932416,-106.92935180664062
1748934994.7313852,933552,-118.7264404296875
1748934998.3689458,933960,-107.59625244140625
1748934999.4396951,934144,-96.53829193115234
1748935009.4570122,935440,-118.09392547607422
1748935015.3707502,936184,-128.4296875
1748935017.3433423,936408,-127.62677001953125
1748935024.6810188,937352,-139.38027954101562
1748935036.992658,938936,-127.76094818115234
1748935046.123103,940064,-127.69416809082031
1748935049.4760983,940456,-127.98778533935547
1748935077.385324,943992,-148.61093139648438
1748935078.9238412,944128,-136.99256896972656
1748935087.6910112,945200,-126.51913452148438
1748935102.5672834,946992,-115.01787567138672
1748935112.5099638,948280,-126.23262786865234
1748935120.5405161,949256,-114.3756332397461
1748935140.4304347,951752,-113.60026550292969
1748935169.152418,955384,-121.21891784667969
1748935183.7134194,957232,-121.74291229248047
1748935192.7470114,958344,-111.08843994140625
1748935202.595232,959528,-120.4134292602539
1748935207.3471632,960112,-118.82793426513672
1748935215.600585,961112,-129.66375732421875
1748935225.390751,962344,-108.25273132324219
1748935234.9831178,963592,-87.95457458496094
1748935238.4235306,964048,-109.94534301757812
1748935242.929094,964632,-99.1112289428711
1748935245.8343382,964984,-88.77416229248047
1748935255.0885847,966144,-90.01274108886719
1748935262.2154758,967040,-91.02055358886719
1748935274.6543808,968648,-81.7320785522461
1748935280.353324,969432,-92.25992584228516
1748935293.104282,970952,-68.7608642578125
1748935304.4419162,972328,-100.89946746826172
1748935324.3384585,974760,-124.56889343261719
1748935353.0787387,978248,-146.2181396484375
1748935357.8095598,978848,-157.6768798828125
1748935372.3155515,980688,-146.99295043945312
1748935375.6488497,981104,-147.05001831054688
1748935386.1185048,982336,-135.64520263671875
1748935397.2438304,983560,-136.53225708007812
1748935399.2371888,983824,-147.65965270996094
1748935409.9483826,985072,-126.43782806396484
1748935415.3561192,985800,-115.0377197265625
1748935425.062912,987024,-104.95441436767578
1748935428.6239882,987496,-82.06680297851562
1748935431.5540578,987848,-93.2723388671875
1748935438.1085713,988616,-82.49361419677734
1748935446.9008083,989744,-82.72547149658203
1748935456.317367,990848,-81.46240234375
1748935459.5244806,991288,-69.52605438232422
1748935479.5147018,993808,-46.9383659362793
1748935484.9918215,994472,-46.336341857910156
1748935490.8409748,995200,-56.440860748291016
1748935504.7029269,997000,-66.70850372314453
1748935513.2049403,998128,-66.36993408203125
1748935525.4044926,999632,-98.72664642333984
