Wall time,Step,Value
1745211268.1868896,515928,-427.455078125
1745211277.7305791,517000,-438.389404296875
1745211290.0048594,518408,-407.90325927734375
1745211301.635016,519664,-409.54779052734375
1745211304.968848,520040,-442.6156311035156
1745211316.942756,521432,-443.422607421875
1745211329.1512122,522744,-463.712646484375
1745211358.0595973,525976,-517.1119995117188
1745211365.4610398,526776,-527.9364624023438
1745211370.092255,527320,-518.10498046875
1745211390.936265,529696,-528.6318359375
1745211414.7470407,532344,-475.8006591796875
1745211416.5395763,532576,-486.20355224609375
1745211425.6897068,533560,-476.15252685546875
1745211429.3329067,533984,-463.87860107421875
1745211434.3269413,534544,-463.350830078125
1745211441.8278863,535328,-441.3176574707031
1745211450.858678,536384,-419.5739440917969
1745211463.1089394,537784,-442.2424621582031
1745211464.800746,537936,-431.3296813964844
1745211481.8429244,539736,-452.6230163574219
1745211499.0409825,541720,-486.4890441894531
1745211508.3050766,542776,-518.86474609375
1745211534.6860173,545776,-499.804443359375
1745211538.1665962,546152,-500.578125
1745211544.0622606,546824,-523.7353515625
1745211548.9814181,547344,-501.708984375
1745211553.1490314,547816,-511.7159118652344
1745211566.0157022,549224,-499.41009521484375
1745211576.7731104,550472,-477.3324890136719
1745211585.8977,551504,-487.86767578125
1745211589.3821328,551880,-487.2063903808594
1745211603.1784372,553432,-486.32940673828125
1745211613.1901233,554488,-431.60986328125
1745211618.5347993,555056,-452.29736328125
1745211623.86198,555728,-430.6908874511719
1745211627.3385496,556104,-441.8382568359375
1745211646.5164611,558160,-419.1467590332031
1745211660.2121887,559712,-452.3020935058594
1745211666.08162,560352,-454.621337890625
1745211671.6366282,560968,-454.50982666015625
1745211690.4694736,563112,-445.6773376464844
1745211695.6783125,563704,-434.2579345703125
1745211702.7526255,564504,-435.73443603515625
1745211707.6941774,565016,-413.8473205566406
1745211715.4634173,565888,-401.6342468261719
1745211719.3919604,566384,-423.30352783203125
1745211725.2130826,567000,-391.0637512207031
1745211735.1254618,568096,-379.1736755371094
1745211740.3078632,568664,-356.789306640625
1745211748.082548,569536,-376.9854431152344
1745211760.6219785,571000,-367.57720947265625
1745211771.873874,572200,-365.973388671875
1745211772.8169496,572328,-354.3727722167969
1745211796.5010285,574920,-385.07818603515625
1745211800.6383069,575408,-383.86114501953125
1745211802.68581,575640,-405.4393310546875
1745211819.292232,577512,-430.3727111816406
1745211827.0607069,578368,-442.08441162109375
1745211837.568182,579528,-475.7404479980469
1745211851.569292,581120,-487.5438232421875
1745211883.442974,584616,-524.0269165039062
1745211896.67154,586072,-490.7973937988281
1745211905.7745855,587136,-492.1771240234375
1745211917.2571154,588376,-482.15594482421875
1745211920.9331398,588760,-481.1387939453125
1745211936.0882585,590400,-470.8680725097656
1745211945.7541685,591480,-504.9544677734375
1745211949.3978322,591896,-505.7589416503906
1745211952.57267,592240,-517.18310546875
1745211963.2142544,593440,-540.1758422851562
1745211971.986,594384,-519.0999755859375
1745211984.1013565,595696,-488.4759216308594
1745211986.298994,595928,-497.728271484375
1745211999.4583025,597424,-519.7661743164062
1745212010.2143898,598584,-531.7368774414062
1745212028.2837522,600648,-562.6959838867188
1745212050.996361,603168,-509.5852966308594
1745212056.8265567,603816,-520.2703247070312
1745212069.0627322,605144,-487.3577880859375
1745212071.4697654,605408,-497.3110656738281
1745212081.0992982,606488,-516.8773193359375
1745212089.3824215,607424,-505.8455505371094
1745212093.4927683,607848,-527.6226806640625
1745212102.6277955,608840,-506.2513427734375
1745212105.2420619,609120,-516.2080078125
1745212113.0840862,610000,-514.0779418945312
1745212117.0685072,610464,-513.714599609375
1745212120.079869,610816,-524.6264038085938
1745212127.0514948,611592,-502.4491882324219
1745212132.5076022,612224,-501.35113525390625
1745212141.4038706,613192,-511.7280578613281
1745212146.491712,613776,-501.7017822265625
1745212166.27016,615968,-469.0296325683594
1745212171.8393095,616560,-480.076416015625
1745212178.3003464,617304,-470.49505615234375
1745212193.549311,618952,-482.09881591796875
1745212200.303171,619696,-461.5150146484375
1745212213.31523,621176,-461.7586975097656
1745212243.6402168,624456,-454.343994140625
1745212268.0207872,627224,-453.2846374511719
1745212288.830491,629568,-471.2574462890625
1745212297.3054318,630536,-459.9009094238281
1745212315.929587,632624,-482.2814636230469
1745212326.8498485,633816,-513.8541259765625
1745212339.9834976,635224,-481.4864807128906
1745212368.0381339,638384,-459.4076843261719
1745212374.0905774,639056,-470.8898620605469
1745212381.1996996,639880,-438.600830078125
1745212393.9707444,641248,-440.1677551269531
1745212407.7624774,642760,-452.3116455078125
1745212411.3080194,643152,-452.478759765625
1745212413.9249995,643464,-451.80743408203125
1745212454.9359713,648104,-399.86529541015625
1745212463.0446625,649024,-410.3090515136719
1745212465.4868698,649296,-421.72186279296875
1745212466.5531154,649392,-421.994384765625
1745212473.067264,650112,-453.3100891113281
1745212483.461937,651304,-442.2257995605469
1745212494.8797898,652584,-440.219970703125
1745212520.0433426,655376,-415.01287841796875
1745212527.6194985,656232,-404.18035888671875
1745212531.3398218,656640,-403.38128662109375
1745212534.999624,657064,-403.83746337890625
1745212542.1989965,657896,-392.3493347167969
1745212575.097316,661592,-411.1474914550781
1745212616.154765,666184,-383.3736267089844
1745212638.450546,668752,-387.60699462890625
1745212679.1258962,673304,-367.264892578125
1745212687.178761,674248,-356.177490234375
1745212699.8894105,675656,-358.9563903808594
1745212716.9859233,677560,-380.406982421875
1745212729.7440166,678936,-357.69378662109375
1745212749.9035234,681216,-333.8690185546875
1745212762.3832939,682544,-365.3915100097656
1745212779.2888613,684440,-341.9202575683594
1745212783.0838978,684856,-354.44378662109375
1745212787.2595487,685320,-365.1036071777344
1745212796.519645,686336,-375.9187316894531
1745212832.2523332,690400,-329.8638000488281
1745212845.8665257,691704,-329.7989807128906
1745212853.446645,692624,-332.06072998046875
1745212865.3048506,693936,-343.0287780761719
1745212886.7760162,696384,-342.043212890625
1745212911.295325,699136,-287.4850769042969
1745212948.200813,703296,-300.8689880371094
1745212953.2351165,703808,-323.0001220703125
1745212960.904488,704576,-312.7454528808594
1745212981.960076,706920,-292.0687561035156
1745212993.9701674,708312,-301.8360900878906
1745213009.7611752,710064,-268.2595520019531
1745213054.6935518,714944,-245.91357421875
1745213063.8665485,715912,-236.07582092285156
1745213080.6743028,717800,-233.68685913085938
1745213087.857755,718560,-233.09593200683594
1745213089.7191908,718768,-243.8980712890625
1745213097.2459118,719600,-252.77554321289062
1745213104.9667118,720424,-264.6656188964844
1745213114.7035985,721528,-276.5859069824219
1745213132.4312325,723576,-254.67543029785156
1745213149.1280851,725344,-231.4738006591797
1745213153.6500237,725912,-241.38900756835938
1745213163.1259465,726944,-253.10379028320312
1745213172.3467574,728024,-284.53173828125
1745213201.539975,731288,-293.592529296875
1745213219.404622,733328,-294.7486877441406
1745213230.2208087,734544,-270.4989013671875
1745213236.5052555,735248,-270.751708984375
1745213248.4873676,736624,-273.2685852050781
1745213257.3605237,737656,-274.0440368652344
1745213268.7305675,738832,-273.93634033203125
1745213283.490344,740448,-272.6216735839844
1745213288.8934216,741056,-284.18707275390625
1745213300.6563945,742392,-326.0075378417969
1745213307.8308706,743216,-305.7205810546875
1745213322.9063911,744952,-318.7366638183594
1745213330.965189,745816,-306.55303955078125
1745213336.8645277,746472,-295.1145935058594
1745213387.053586,752088,-369.541259765625
1745213389.8060837,752384,-370.0386962890625
1745213400.9885497,753592,-393.2422790527344
1745213404.8322093,754008,-382.3923645019531
1745213410.0774508,754544,-382.4439392089844
1745213416.682225,755296,-351.3733215332031
1745213430.8598607,756888,-342.2079772949219
1745213433.1603787,757176,-318.9329528808594
1745213442.7119784,758208,-328.8476257324219
1745213458.8506136,759944,-317.15924072265625
1745213463.406667,760480,-336.0691223144531
1745213477.2341316,762008,-354.6886901855469
1745213487.3841166,763176,-356.54608154296875
1745213535.4326217,768616,-278.3014831542969
1745213539.545908,769104,-299.62542724609375
1745213550.3342028,770296,-310.72064208984375
1745213560.7044404,771496,-313.7680358886719
1745213573.6904843,772944,-271.49395751953125
1745213584.6374702,774104,-282.4735412597656
1745213594.5463886,775200,-262.21405029296875
1745213598.0609686,775608,-240.7244110107422
1745213614.6800802,777472,-237.8324737548828
1745213645.942458,780968,-204.69625854492188
1745213648.705159,781328,-213.99874877929688
1745213668.7550504,783528,-213.66513061523438
1745213683.8042984,785248,-202.1151123046875
1745213698.8851225,786864,-244.5502166748047
1745213703.428976,787400,-277.12481689453125
1745213708.8717926,788016,-277.1714782714844
1745213731.272585,790560,-253.8359832763672
1745213751.1340573,792728,-319.3009338378906
1745213768.352864,794424,-351.9022521972656
1745213771.9158766,794720,-330.32073974609375
1745213782.3712924,795680,-318.5669860839844
1745213785.7669284,796072,-307.87249755859375
1745213807.5958698,798152,-307.2973327636719
1745213823.977997,799944,-285.72113037109375
1745213834.8426337,801144,-284.8635559082031
1745213855.1037297,803432,-255.5949249267578
1745213856.8463244,803640,-265.75225830078125
1745213869.0301285,805024,-261.9654846191406
1745213871.1625907,805272,-250.9811248779297
1745213896.5200706,808016,-240.99240112304688
1745213910.083506,809528,-273.3748474121094
1745213913.0055182,809880,-273.4364013671875
1745213923.5628276,811056,-305.68328857421875
1745213934.6073804,812328,-305.44012451171875
1745213946.7463024,813640,-283.98870849609375
1745213953.459022,814328,-253.08447265625
1745213968.5632877,816008,-252.30235290527344
1745213972.122927,816368,-262.6777038574219
1745213979.9337773,817240,-283.2356262207031
1745213996.9591155,819208,-286.4713134765625
1745214000.7882223,819640,-264.34356689453125
1745214009.5531662,820496,-283.79345703125
1745214038.2601085,823664,-329.0858154296875
1745214059.3779817,825864,-297.6588134765625
1745214076.219166,827536,-297.03277587890625
1745214082.54021,828136,-296.0644836425781
1745214098.9544504,829824,-325.5982360839844
1745214124.224251,832640,-344.99664306640625
1745214158.0941672,836392,-305.0605163574219
1745214173.2974768,837912,-426.3854675292969
1745214185.732629,839216,-511.4740295410156
1745214194.296337,840064,-548.1803588867188
1745214210.2267642,841832,-573.0881958007812
1745214229.0362468,843936,-562.8275146484375
1745214240.5708525,845216,-559.7014770507812
1745214256.9846833,847032,-504.9902648925781
1745214281.1175706,849768,-483.6689453125
1745214300.3818316,851912,-424.4580993652344
1745214319.9779675,854032,-359.4689636230469
1745214333.0658576,855520,-338.5463562011719
1745214376.7183025,860432,-359.090087890625
1745214410.570829,864232,-269.2003173828125
1745214456.173439,869296,-249.65728759765625
1745214462.626039,870016,-239.34683227539062
1745214466.9333043,870472,-239.22032165527344
1745214481.8249002,872104,-260.5120544433594
1745214487.0558276,872712,-261.4529113769531
1745214515.2996066,875848,-274.53411865234375
1745214525.0158508,876968,-273.09033203125
1745214542.8938406,878968,-250.56631469726562
1745214550.3073144,879792,-248.92369079589844
1745214552.0031767,879968,-248.67791748046875
1745214559.7711306,880776,-248.0049591064453
1745214564.2674842,881280,-227.22573852539062
1745214569.7449193,881880,-239.29052734375
1745214573.2974384,882280,-239.3043212890625
1745214612.4158041,886544,-298.3713073730469
1745214630.3668895,888616,-278.0338439941406
1745214666.354019,892496,-289.93927001953125
1745214686.527016,894792,-239.97665405273438
1745214731.2326515,899824,-203.0738067626953
1745214737.004695,900440,-169.2508544921875
1745214743.3536255,901104,-156.80020141601562
1745214750.6235995,901896,-157.94671630859375
1745214780.3642743,905216,-202.94232177734375
1745214809.3380089,908480,-256.7230529785156
1745214824.228773,910216,-225.03875732421875
1745214837.5724669,911688,-236.5306854248047
1745214841.5121763,912160,-227.33668518066406
1745214845.6425774,912608,-218.26919555664062
1745214848.0113814,912872,-239.55709838867188
1745214865.2133462,914840,-294.8251647949219
1745214904.6448517,919112,-282.8846740722656
1745214908.3796608,919552,-315.2527160644531
1745214924.3891108,921312,-325.0263366699219
1745214928.8581932,921832,-323.5063781738281
1745214939.208055,922960,-332.4188537597656
1745214950.6023557,924272,-322.62640380859375
1745214973.9028609,926888,-320.3147277832031
1745214999.6214645,929784,-287.319580078125
1745215009.625023,930896,-266.7635192871094
1745215022.4239392,932384,-244.8047637939453
1745215036.1552682,933896,-221.39654541015625
1745215043.056417,934688,-221.0443572998047
1745215065.2608225,937224,-256.0369567871094
1745215080.557061,938960,-257.6943359375
1745215096.492507,940680,-246.26759338378906
1745215139.5164375,945280,-287.0586853027344
1745215148.1345513,946264,-287.4610900878906
1745215162.6413982,947848,-265.4742736816406
1745215180.8139126,949872,-235.51223754882812
1745215189.018638,950776,-234.34811401367188
1745215196.0130596,951544,-233.7422637939453
1745215226.4814482,954968,-224.09628295898438
1745215247.0848458,957176,-201.78091430664062
1745215250.4460905,957520,-192.12518310546875
1745215258.5509138,958480,-204.02239990234375
1745215272.5291388,960032,-215.6779022216797
1745215284.7252705,961432,-217.52162170410156
1745215296.4019115,962744,-197.24545288085938
1745215314.3110204,964696,-207.5327606201172
1745215317.222902,965064,-207.73495483398438
1745215322.2171838,965656,-187.1865234375
1745215356.928966,969560,-206.47354125976562
1745215383.3544095,972504,-227.12342834472656
1745215392.343345,973488,-207.11524963378906
1745215398.9653206,974248,-195.1648712158203
1745215401.8671055,974576,-205.30807495117188
1745215418.321004,976408,-254.8235321044922
1745215426.6595964,977320,-264.0265197753906
1745215447.021511,979608,-326.761474609375
1745215451.2141757,980088,-359.9913024902344
1745215472.06809,982440,-350.7554626464844
1745215489.138643,984328,-340.1130676269531
1745215495.378759,984952,-329.7720031738281
1745215502.518937,985720,-340.9622497558594
1745215538.3821206,989760,-353.2248840332031
1745215542.049708,990160,-333.2318115234375
1745215568.1104114,992984,-291.9797058105469
1745215625.75161,999312,-289.95648193359375
1745215630.7752652,999856,-311.4980163574219
